202tabanP;2021tabanY;2022tabanP;2022tabanY;2023tabanP;2023tabanY
248,5001;50,63;283,9331;42,89;301,5669;39,15
248,4548;50,66;283,8474;42,92;301,4722;42,91
248,4108;50,69;283,8469;42,92;301,4213;39,19
248,3039;50,76;283,6692;43;301,2922;39,23
248,2537;50,79;283,5618;43,05;301,2331;39,25
248,2051;50,82;283,4091;43,12;301,1904;39,27
248,0853;50,9;283,27;43,18;301,1783;39,27
248,0646;50,92;283,2448;43,19;301,0032;39,32
248,0557;50,92;283,1815;43,22;300,9838;39,33
247,9709;50,98;283,0653;43,27;300,881;39,37
247,8745;51,04;283;43,14;300,7284;39,42
247,8137;51,08;282,8018;43,39;300,6781;39,43
247,6879;51,16;282,7155;43,43;300,6427;39,45
247,6211;51,21;282,4612;43,54;300,6378;39,45
247,6038;51,22;282,3922;43,57;300,5224;39,48
247,5785;51,23;282,3074;43,61;300,3856;39,53
247,5729;51,24;282,2119;43,65;300,3356;39,54
247,5417;51,26;282,1915;43,66;299,9829;37,15
247,4992;51,29;282,0315;43,74;299,767;33,07
247,2795;51,43;281,9275;43,78;299,592;39,78
247,2316;51,47;281,8801;43,81;299,2803;39,89
247,2216;51,47;281,6976;43,88;298,6594;40,09
246,9119;51,67;281,2627;44,08;298,606;40,11
246,7718;51,76;281,0741;44,16;298,4973;40,15
246,6638;51,84;281,0098;44,19;298,3922;40,18
246,4856;51,96;281;44,28;298,3454;40,2
246,4681;51,97;280,9221;44,23;298,2508;40,23
246,3916;52,02;280,7597;44,3;298,0825;40,28
246,3838;52,02;280,7405;44,31;297,4252;40,49
246,3466;52,05;280,7122;44,32;297,3969;40,5
246,2238;52,13;280,6681;44,34;297,2375;40,56
246;52,03;280,6554;44,35;297,2116;40,56
246;52,25;280,4358;44,45;296,7211;40,72
245,9737;52,29;280,2386;44,54;296,6703;40,74
245,8963;52,35;280,1925;44,56;296,6093;40,76
245,7467;52,44;280,1097;44,6;296,5753;40,77
245,7464;52,44;280,0544;44,63;296,5537;40,78
245,6846;52,48;279,9055;44,69;296,4912;40,8
245,5054;52,61;279,8371;44,73;296,3471;40,85
245,2431;52,78;279,7996;44,75;295,9048;41
245,2088;52,8;279,5299;44,87;295,7325;41,05
245,17;52,83;279,4841;44,89;295,4272;41,15
245,1207;52,86;279,3142;44,97;295,3305;41,18
244,9757;52,96;279,2357;45;295,1248;41,25
244,9379;52,99;279,0763;45,08;295,0435;41,28
244,7883;53,08;279,0488;45,09;294,8482;41,35
244,7465;53,12;279;45,07;294,5437;41,45
244,7234;53,13;278,9368;45,14;294,5367;41,45
244,7011;53,15;278,7826;45,21;294,4344;37,01
244,5553;53,25;278,7219;45,24;294,3408;41,52
244,3558;53,38;278,6488;45,27;294,2708;34,76
244,2375;53,46;278,6202;45,29;293,9435;41,64
244,2059;53,49;278,5487;45,32;293,847;41,67
244,0772;53,58;278,5105;45,34;293,7981;41,69
244;53,28;278,4776;45,36;293,7446;41,7
244;53,85;278,3821;45,41;293,1974;41,88
243,9322;53,68;278,2174;45,48;292,8995;41,98
243,8508;53,73;278,1908;45,49;292,7391;42,03
243,8187;53,76;278,1495;45,51;292,7354;42,03
243,8104;53,76;278;45,36;292,4418;42,13
243,7158;53,83;277,9144;45,63;292,3431;42,17
243,4922;53,98;277,8106;45,67;292,332;31,49
243,4911;53,98;277,7584;45,7;292,315;42,18
243,4643;54;277,7247;45,72;291,9838;42,3
243,39;54,05;277,6151;45,77;291,8932;42,33
243,2591;54,15;277,4997;45,82;291,8446;42,34
243,2262;54,17;277,4895;45,83;291,723;42,38
243,0946;54,26;277,3703;45,88;291,4362;37,01
243,0893;54,27;277,2953;45,92;291,345;37,49
242,8702;54,42;277,1616;45,98;291,3135;42,52
242,8641;54,43;277,0955;46,01;291,0965;26,09
242,8454;54,44;277,0218;46,04;291,0726;42,59
242,7926;54,48;277;45,84;291,0611;42,6
242,7093;54,54;276,8547;46,13;291,0172;42,61
242,6911;54,55;276,8524;46,13;291,0064;42,62
242,5235;54,67;276,7557;46,17;290,9941;42,62
242,1787;54,92;276,4814;46,3;290,9012;42,65
242,1331;54,95;276,4584;46,32;290,6872;42,72
242,0953;54,97;276,0861;46,49;290,6865;41,18
242;54,77;276,0767;46,5;290,5236;42,78
242;55,18;276,0709;46,5;290,3559;42,84
241,8697;55,13;276;46,36;290,3138;42,86
241,8252;55,17;275,9613;46,55;290,254;32,48
241,7421;55,23;275,8224;46,62;290,1495;42,91
241,7262;55,24;275,7763;46,64;290,1058;42,93
241,6524;55,29;275,7735;46,64;290,0001;42,97
241,6241;55,31;275,7638;46,65;289,9363;42,99
241,5422;55,38;275,7202;46,67;289,7976;43,03
241,5068;55,4;275,6585;46,7;289,778;43,04
241,4387;55,45;275,6048;46,72;289,6929;43,07
241,3757;55,5;275,5016;46,77;289,6927;43,07
241,2537;55,6;275,4911;46,77;289,2198;43,23
241,1361;55,69;275,4071;46,82;289,1538;30,65
241,1057;55,71;275,2994;46,87;289,0417;43,3
241,0256;55,76;275,2744;46,88;288,81;29,99
241;55,76;275,0831;46,97;288,3863;43,53
240,9438;55,82;274,9866;47,02;288,3103;43,56
240,8889;55,86;274,9744;47,02;288,2397;43,58
240,7045;56;274,8055;47,1;287,3832;43,88
240,4748;56,16;274,6441;47,18;287,2738;43,92
240,4517;56,18;274,3651;47,3;286,6371;44,15
240,4398;56,19;274,2604;47,35;286,5686;44,18
240,3839;56,23;274,2073;47,38;286,4691;44,21
240,3518;56,25;274,0702;47,44;286,1604;38,26
240,1188;56,42;274,0413;47,46;286,0552;44,37
240,0488;56,47;274,0248;47,46;286,0456;44,37
240,0198;56,49;274;47,3;285,9947;44,39
240,0148;56,49;273,9702;47,49;285,8284;19,07
240;56,55;273,8837;47,53;285,828;41,52
239,8804;56,59;273,8683;47,54;285,7313;44,48
239,8616;56,6;273,4983;47,71;285,6785;44,5
239,7987;56,65;273,3152;47,81;285,3666;44,61
239,6087;56,79;273,1036;47,91;285,255;44,65
239,5381;56,85;273,0469;47,94;285,2182;34,35
239,4852;56,89;273,0259;47,94;285,0916;29,43
239,4438;56,92;273;47,84;284,9528;44,75
239,3489;56,99;272,9749;47,97;284,9512;44,75
239,3452;56,99;272,8343;48,04;284,6808;42,62
239,2929;57,03;272,8059;48,05;284,6417;44,87
239,2141;57,09;272,7082;48,09;284,6334;44,87
238,9597;57,27;272,5443;48,18;284,5617;27,55
238,8365;57,37;272,5425;48,18;284,5569;44,9
238,8172;57,38;272,4931;48,2;284,3852;44,97
238,7977;57,39;272,39;48,25;284,3722;44,97
238,6453;57,51;272,2592;48,32;284,357;44,98
238,4578;57,65;272,2527;48,32;284,3377;44,98
238,4246;57,68;272,1696;48,36;284,3186;44,99
238,3404;57,74;272,1657;48,36;284,119;26,97
238,2757;57,79;272,0913;48,4;283,8151;45,18
238,2424;57,81;272;48,57;283,7567;45,2
238,2177;57,83;272;48,68;283,7527;45,2
237,9803;58,01;271,7944;48,54;283,7199;43,3
237,8828;58,08;271,7258;48,57;283,6276;45,25
237,8764;58,09;271,6835;48,59;283,5318;45,28
237,2606;58,55;271,6747;48,59;283,2277;45,39
237,0458;58,71;271,6243;48,62;283,0856;39,27
237;58,87;271,5996;48,63;283,0722;45,45
236,9737;58,77;271,5938;48,63;282,9999;35
236,6152;59,04;271,5664;48,65;282,8152;42,03
236,5382;59,1;271,4569;48,7;282,7073;45,58
236,3016;59,28;271,4531;48,7;282,5609;45,64
236,2847;59,29;271,3947;48,73;282,5178;45,65
236,2401;59,32;271,3165;48,77;282,4698;45,67
236,0011;59,51;271,2291;48,81;282,2111;45,77
236;59,31;271,0731;48,89;282,1397;43,23
236;59,42;271,0651;48,89;282,1361;45,79
236;59,81;270,9958;48,93;282,0707;45,82
236;59,86;270,8631;48,99;281,9809;45,85
235,8448;59,64;270,7516;49,05;281,8188;28,77
235,7628;59,7;270,7288;49,06;281,4992;46,03
235,6608;59,79;270,6352;49,11;281,42;46,06
235,5565;59,87;270,5642;49,14;281,2072;46,14
235,4027;59,99;270,4678;49,2;280,9935;46,22
235,3968;60;270,4433;49,21;280,9157;37,97
235,3588;60,03;270,2918;49,28;280,7595;28,77
235,2061;60,15;270,0197;49,42;280,6623;46,33
235,1448;60,19;270;49,55;280,4804;46,4
235,1363;60,2;269,9503;49,45;280,4574;46,41
235;60,04;269,8514;49,5;280,3403;46,45
234,9785;60,32;269,4783;49,68;280,1438;36,03
234,9769;60,32;269,3161;49,77;279,9888;46,58
234,9133;60,37;269,3066;49,77;279,4603;46,77
234,8536;60,42;269,1539;49,85;279,3655;46,81
234,7604;60,5;269,1472;49,85;279,3416;46,82
234,6944;60,55;269,0104;49,92;279,3039;46,83
234,4167;60,77;269;49,69;279,2756;46,84
234,2767;60,88;269;50,11;279,2506;42,93
234,1142;61,01;268,7624;50,04;279,1933;35,43
234,0347;61,08;268,6421;50,1;279,1058;46,91
234;61,34;268,5461;50,15;279,0235;46,94
233,8173;61,25;268,2038;50,33;278,9936;46,95
233,7775;61,28;268,0661;50,4;278,8317;47,02
233,7482;61,3;268;50,36;278,7713;47,04
233,7308;61,32;268;50,37;278,7139;47,06
233,5335;61,47;267,9607;50,45;278,5019;47,14
233,5104;61,49;267,6632;50,61;278,1843;47,27
233,4016;61,57;267,2415;50,82;278,1643;38,16
233,3426;61,62;267,1145;50,89;278,1224;46,81
233,2371;61,71;267,0953;50,9;277,9607;47,35
233,1548;61,77;267,0637;50,92;277,7485;47,43
233,1046;61,82;267,0546;50,93;277,6294;47,48
233,0055;61,9;267;50,77;277,5927;43,53
232,8827;62;266,9412;50,98;277,4729;47,54
232,8594;62,02;266,7976;51,06;277,3402;39,27
232,8543;62,02;266,7729;51,07;277,3309;38,02
232,6783;62,16;266,7523;51,08;277,3169;47,6
232,5451;62,27;266,6334;51,14;277,2602;47,62
232,5419;62,27;266,6255;51,15;277,2439;47,62
232,5175;62,29;266,5901;51,16;277,1424;47,66
232,5112;62,3;266,3923;51,27;276,9729;47,73
232,3236;62,44;266,3537;51,29;276,883;47,77
232,3102;62,45;266,2518;51,34;276,8357;47,79
232,2648;62,49;266,0915;51,42;276,8039;47,8
232,2151;62,53;266,0413;51,44;276,7835;47,81
232,1959;62,55;265,6454;51,64;276,7558;31,49
232,1711;62,57;265,5287;51,7;276,7327;36,63
232,0689;62,65;265,4993;51,71;276,5829;33,05
232;62,36;265,4949;51,72;276,5451;47,9
232;62,59;265,3602;51,78;276,5447;47,9
232;62,97;265,2244;51,85;276,3897;47,96
231,9189;62,77;265,1721;51,88;276,2801;48
231,9117;62,77;265,0408;51,95;276,2576;37,17
231,8665;62,81;265;51,72;276,2296;48,03
231,8267;62,84;265;51,73;276,0602;47,96
231,7661;62,89;264,9198;52,02;275,9224;48,15
231,7583;62,89;264,8117;52,07;275,793;48,19
231,7263;62,92;264,7559;52,1;275,6456;55,41
231,7126;62,93;264,6311;52,17;275,5146;48,3
231,6542;62,98;264,6058;52,18;275,5054;48,31
231,6498;62,99;264,5992;52,18;275,4717;33,32
231,6366;63;264,5694;52,2;274,9725;48,51
231,5736;63,05;264,5034;52,23;274,7115;48,61
231,5239;63,09;264,4667;52,25;274,7086;48,61
231,4934;63,11;264,2153;52,38;274,5922;48,66
231,3876;63,2;264,1061;52,44;274,583;48,66
231,3094;63,26;264,0339;52,48;274,481;48,71
231,2964;63,27;264;52,26;274,3831;48,74
231,2301;63,33;264;52,38;273,867;48,95
231,1135;63,43;263,9116;52,55;273,83;40,56
231,0747;63,46;263,8933;52,56;273,7986;48,98
230,9877;63,53;263,8514;52,58;273,7925;48,98
230,8609;63,64;263,7537;52,63;273,6889;49,02
230,8508;63,65;263,7335;52,64;273,6546;47,9
230,6721;63,79;263,7278;52,64;273,3589;49,14
230,5047;63,94;263,7204;52,65;273,2493;49,19
230,44;63,99;263,6383;52,69;273,201;49,21
230,4338;63,99;263,4699;52,78;273,1798;49,21
230,3473;64,07;263,3623;52,83;273,1397;49,23
230,3176;64,09;263,3406;52,84;272,8602;49,34
230,1489;64,23;263,3098;52,85;272,7305;49,4
230,1282;64,25;263,0545;52,99;272,6331;49,43
230,0881;64,28;263,0408;52,99;272,5937;49,45
230;64,33;263,0192;53;272,3728;36,03
230;64,71;263;52,8;272,2696;49,58
229,8003;64,52;262,9414;53,05;272,2192;49,6
229,7625;64,55;262,8447;53,1;272,1412;27,94
229,7311;64,57;262,7768;53,13;272,1058;47,81
229,7016;64,6;262,7419;53,15;272,0475;49,67
229,6419;64,65;262,7309;53,15;272,0342;49,68
229,6173;64,67;262,5137;53,26;271,6034;49,85
229,4136;64,84;262,4983;53,27;271,4523;49,91
229,34;64,9;262,1904;53,43;271,425;49,92
229,3039;64,93;262,1727;53,44;271,4146;49,93
229,2206;65;262,0047;53,53;271,409;49,93
229,1994;65,02;262;53,32;271,4063;51,43
229,1562;65,05;262;53,54;271,3966;49,93
229,1257;65,08;261,9117;53,58;271,3012;42,13
229,0967;65,1;261,7621;53,66;271,1403;50,03
229,0696;65,12;261,7169;53,68;270,9921;50,09
229,0639;65,13;261,3101;53,9;270,867;50,14
229,0128;65,17;261,1063;54,01;270,7244;50,2
229;65,2;261;53,86;270,4689;47,8
228,8805;65,28;260,9594;54,09;270,4147;50,33
228,8749;65,29;260,9403;54,1;270,0891;50,46
228,8532;65,31;260,8661;54,14;270,0483;45,85
228,8507;65,31;260,8042;54,17;270,0224;50,49
228,7658;65,38;260,6872;54,23;269,686;50,63
228,7333;65,41;260,4982;54,33;269,4947;50,71
228,7262;65,42;260,4721;54,35;269,4764;50,72
228,4879;65,62;260,4017;54,38;269,4223;50,74
228,4773;65,63;260,1753;54,51;269,361;48,03
228,4278;65,67;260,0314;54,59;269,2574;50,81
228,3752;65,71;260,0135;54,6;269,2218;42,59
228,3415;65,74;260;54,38;269,2047;29,43
228,3296;65,75;260;54,67;269,0654;50,88
228,2733;65,8;260;54,88;268,9447;45,2
228,1868;65,87;259,9977;54,61;268,7741;51
228,1326;65,91;259,9404;54,64;268,7518;45,65
228,0539;65,98;259,8607;54,69;268,5878;51,08
228,0283;66;259,7951;54,73;268,5199;51,11
228;66,21;259,7376;54,75;268,3583;51,18
227,9494;66,07;259,6407;54,81;268,3487;51,18
227,7713;66,23;259,6033;54,83;268,1652;51,26
227,7525;66,25;259,5346;54,87;267,9216;51,36
227,7149;66,28;259,5269;54,87;267,8403;45,65
227,6886;66,3;259,5098;54,88;267,7396;51,43
227,6327;66,35;259,4296;54,93;267,4856;51,54
227,6125;66,37;259,1616;55,07;267,3605;51,59
227,4633;66,49;259,1055;55,1;267,3099;27,94
227,4388;66,51;259,0147;55,15;267,2733;46,41
227,3216;66,62;259;54,91;267,2306;51,64
227,2671;66,66;259;54,95;266,9504;51,76
227,1571;66,76;259;55,26;266,9457;51,76
227,1072;66,81;259;55,27;266,8999;42,3
227,0664;66,84;258,6712;55,34;266,8259;51,81
227,0565;66,85;258,6391;55,36;266,7189;51,85
226,8985;66,99;258,5419;55,41;266,585;51,91
226,8344;67,04;258,5083;55,43;266,4901;51,95
226,7643;67,1;258,0029;55,71;266,4837;51,95
226,5198;67,32;257,9522;55,74;266,447;51,97
226,4511;67,38;257,9136;55,76;266,3412;52,01
226,3292;67,49;257,8857;55,77;266,2947;52,03
226,2338;67,56;257,8505;55,79;265,7662;52,26
226,2043;67,59;257,8318;55,8;265,6656;52,3
226,1973;67,6;257,8134;55,81;265,5211;52,36
226,1099;67,67;257,7949;55,82;265,4697;52,38
226,0942;67,69;257,7104;55,87;265,443;52,39
226,0116;67,76;257,7015;55,88;265,4052;52,41
226;67,81;257,6331;55,91;265,394;63,46
225,9517;67,81;257,5792;55,94;265,0947;52,54
225,8124;67,94;257,4441;56,02;264,9286;52,61
225,7428;68;257,3996;56,04;264,8737;34,05
225,7034;68,03;257,2429;56,13;264,8707;52,64
225,6601;68,07;257,2083;56,15;264,4925;52,8
225,6405;68,08;257,1386;56,19;264,4004;45,77
225,6361;68,09;257,0222;56,26;263,83;49,21
225,5224;68,18;257;56,06;263,7255;53,11
225,3255;68,35;256,8778;56,34;263,7215;53,12
225,3187;68,35;256,7854;56,39;263,5671;53,18
225,2837;68,38;256,6565;56,46;263,4807;53,22
225,2315;68,43;256,4336;56,58;263,4;53,25
225,1235;68,53;256,2031;56,71;263,356;42,03
225;68,45;256,1636;56,73;263,2368;53,32
224,7776;68,82;256,1026;56,76;263,1245;53,37
224,4134;69,14;256,0541;56,79;262,9651;53,44
224,2367;69,3;256;56,7;262,8068;53,51
224,0939;69,42;256;56,88;262,4882;29,43
223,8921;69,6;256;56,91;262,2366;53,77
223,7987;69,68;255,8634;56,89;262,2148;53,78
223,6065;69,85;255,7344;56,97;262,0789;35
223,5733;69,88;255,7154;56,98;261,8799;53,92
223,3248;70,1;255,5884;57,05;261,8323;53,94
223,3017;70,12;255,5285;57,08;261,73;53,99
223,2258;70,19;255,4916;57,1;261,6129;54,04
223,0974;70,29;255,4494;57,13;261,5018;54,09
223;69,94;255,4479;57,13;261,3707;54,15
222,7202;70,63;255,1707;57,28;261,3628;54,15
222,7182;70,63;255,1241;57,31;261,3502;54,15
222,6919;70,65;255,0092;57,37;261,2859;54,18
222,5377;70,78;255;57,6;261,2387;54,21
222,5286;70,79;254,9973;57,38;261,1916;45,25
222,4696;70,84;254,8808;57,44;261,1561;65,53
222,1164;71,16;254,8379;57,47;261,0343;54,3
222,0731;71,2;254,7232;57,53;260,8988;54,35
222,0106;71,25;254,6224;57,59;260,5716;54,5
222;71,44;254,5376;57,63;260,3833;54,59
221,9633;71,3;254,3917;57,72;260,2444;50,14
221,9427;71,32;254,3894;57,72;260,1717;54,68
221,8959;71,36;254,3015;57,76;260,1417;54,69
221,8059;71,44;254,2201;57,82;260,0715;54,72
221,7053;71,52;254,1679;57,84;259,9407;54,78
221,6144;71,61;254,0793;57,89;259,8249;54,83
221,5974;71,63;254,0019;57,94;259,6641;54,89
221,4387;71,77;253,8777;58;259,5388;54,95
221,4179;71,79;253,8358;58,03;259,4276;55
221,2353;71,95;253,7804;58,06;259,2693;55,07
220,9885;72,16;253,5358;58,21;259,2233;55,09
220,9288;72,21;253,4545;58,25;259,1368;55,13
220,8239;72,3;253,4269;58,27;259,0624;55,16
220,7285;72,39;253,1572;58,42;259,0479;49,21
220,5371;72,56;253,1464;58,43;259,0091;55,19
220,0155;73,02;253,1337;58,44;258,8761;55,25
220;72,86;253,0814;58,47;258,7504;55,3
220;72,98;253,0058;58,51;258,687;55,33
220;73,2;253;58,72;258,6594;55,34
219,2047;73,75;252,9726;58,53;258,4983;55,41
219,0523;73,88;252,8407;58,61;258,4596;55,43
219;74,17;252,7027;58,68;258,4315;55,45
218,9828;73,95;252,6803;58,69;258,1186;43,92
218,8927;74,02;252,6717;58,7;258,0858;55,6
218,8911;74,03;252,4232;58,84;257,7377;52,61
218,8664;74,05;252,4103;58,85;257,6167;55,82
218,7656;74,14;252,3865;58,86;257,4734;58,91
218,6397;74,26;252,3544;58,88;257,4166;55,91
218,5806;74,3;252,3419;58,89;257,0797;56,06
218,5524;74,33;252,3168;58,91;256,9922;56,11
218,5421;74,34;252,1998;58,97;256,9435;56,13
218,4734;74,4;252,1107;59,03;256,764;36,14
218,4261;74,44;251,8763;59,16;256,7617;56,21
218,3979;74,47;251,8154;59,2;256,7353;56,22
218,3277;74,53;251,7623;59,23;256,6287;56,27
218,3044;74,55;251,7251;59,25;256,4838;56,34
218,2638;74,59;251,5477;59,35;256,1953;43,53
218,1855;74,65;251,3904;59,44;256,1551;56,5
218,1113;74,72;251,3785;59,45;256,101;56,53
217,9414;74,86;251,3677;59,45;255,5171;48,66
217,9007;74,9;251,3293;59,48;255,4444;56,83
217,85;74,94;251,3129;59,48;255,4236;56,84
217,7155;75,06;251,2058;59,55;255,26;48,98
217,5401;75,22;251,1741;59,57;255,2593;56,92
217,4215;75,32;251,1363;59,59;255,152;44,98
217,3192;75,41;251;59,43;254,9136;57,08
217,1566;75,55;250,9477;59,7;254,8285;57,12
217,1026;75,6;250,9281;59,71;254,8252;57,12
217;75,33;250,9267;59,71;254,7334;26,89
216,8688;75,8;250,9212;59,72;254,7277;57,17
216,7547;75,9;250,8428;59,76;254,5017;57,27
216,72;75,93;250,7687;59,8;254,4324;57,12
216,6644;75,98;250,6133;59,9;254,3532;57,34
216,6476;75,99;250,4713;59,98;254,2727;57,38
216,6343;76,01;250,4682;59,98;254,156;57,44
216,5475;76,08;250,4434;60;254,0179;57,51
216,4649;76,15;250,3663;60,04;253,9005;57,57
216,4407;76,17;250;59,98;253,8888;42,93
216,4134;76,2;249,9032;60,31;253,5216;57,75
215,8315;76,7;249,9015;60,31;253,3112;48,66
215,8171;76,72;249,7834;60,38;253,2633;57,87
215,7682;76,76;249,7038;60,43;253,0922;39,15
215,7037;76,82;249,6608;60,45;253,0393;57,97
215,6375;76,87;249,6092;60,48;252,8166;46,94
215,5415;76,95;249,4799;60,56;252,7909;58,09
215,4982;76,99;249,4141;60,6;252,7839;39,89
215,4414;77,04;249,2821;60,67;252,572;58,2
215,4229;77,06;249,0967;60,78;252,5522;58,21
215,3808;77,1;249,0951;60,79;252,4329;44,39
215,3311;77,14;248,9705;60,85;252,0474;58,45
215,1916;77,26;248,8792;60,91;251,9849;58,48
215,1477;77,3;248,8712;60,91;251,9548;49,93
215;77,59;248,8385;60,93;251,885;49,93
215;77,76;248,7976;60,96;251,798;58,57
214,6893;77,7;248,5094;61,13;251,7484;58,6
214,6842;77,71;248,3842;61,21;251,745;58,6
214,5857;77,79;248,0982;61,39;251,7076;55,13
214,5448;77,83;248,0722;61,4;251,6999;51,26
214,3732;77,98;248;61,21;251,5631;58,69
214,3659;77,98;247,9978;61,45;251,5183;58,72
214,0829;78,23;247,9965;61,45;251,4443;55,3
214,0625;78,25;247,8541;61,53;251,2463;58,85
214;78,36;247,8208;61,55;251,1317;58,9
214;78,65;247,7049;61,62;251,1137;58,91
213,9691;78,33;247,6803;61,63;251,0493;46,83
213,8995;78,4;247,6513;61,65;251,0409;58,9
213,8535;78,43;247,6345;61,66;250,9955;58,97
213,8089;78,47;247,5835;61,69;250,9774;58,98
213,8041;78,47;247,5271;61,73;250,9514;58,99
213,7514;78,52;247,4989;61,75;250,8757;30,07
213,7342;78,53;247,4632;61,77;250,8428;59,05
213,5258;78,71;247,4181;61,8;250,758;59,09
213,4727;78,76;247,3372;61,85;250,5078;56,27
213,3901;78,83;247,3234;61,86;250,4659;59,23
213,2636;78,95;247,2534;61,9;250,3135;59,31
213,1649;79,03;247,1752;61,94;250,2932;59,32
213,0479;79,13;247,1312;61,97;250,2427;59,34
213,0002;79,17;247,1075;61,98;250,1794;59,38
213;78,9;247,0738;62;249,929;56,34
213;79,11;247;61,91;249,7299;59,59
213;79,59;247;62,14;249,6596;59,63
212,8226;79,33;246,9075;62,11;249,584;59,66
212,7085;79,43;246,8591;62,14;249,4057;43,07
212,6531;79,47;246,8297;62,16;249,2166;59,84
212,6207;79,5;246,7502;62,2;249,0644;59,91
212,5452;79,56;246,6388;62,27;249,0445;59,92
212,4419;79,65;246,6145;62,28;248,8045;60,04
212,0654;79,97;246,4433;62,39;248,7967;60,04
212,0434;79,99;246,3754;62,43;248,7746;76,48
212;80,23;246,3328;62,46;248,6811;34,29
211,8308;80,17;246,1259;62,59;248,5733;34,76
211,6197;80,35;246,0974;62,61;248,5581;60,16
211,58;80,39;246,0773;62,62;248,5298;49,4
211,4944;80,46;246,0164;62,66;248,5007;60,19
211,4386;80,51;246,0103;62,66;248,3817;15,65
211,0841;80,82;245,9055;62,74;248,3371;60,26
211,0824;80,82;245,8815;62,75;248,2042;51,64
211,0076;80,88;245,8578;62,76;248,1226;60,37
210,7774;81,08;245,7901;62,8;247,7992;58,09
210,6668;81,17;245,5321;62,96;247,7763;46,77
210,4888;81,32;245,5164;62,97;247,7445;59,32
210,3598;81,42;245,3658;63,06;247,7002;30,07
210,2918;81,49;245,3573;63,07;247,643;60,61
210,2778;81,5;245,3229;63,09;247,3432;60,75
210,2398;81,53;245,3092;63,1;247,2897;60,78
210,1155;81,64;245,2977;63,1;247,0348;60,91
210,0265;81,71;245,0119;63,28;246,7926;61,04
210;81,33;244,9758;63,3;246,574;61,15
210;81,42;244,9749;63,3;246,5464;61,17
209,8679;81,84;244,9698;63,31;246,4188;61,24
209,8199;81,89;244,8466;63,38;246,3651;61,26
209,6907;81,99;244,8175;63,4;246,3308;61,28
209,6854;82;244,7862;63,42;246,3;61,3
209,5519;82,11;244,5893;63,54;246,1108;61,4
209,4975;82,16;244,5721;63,55;245,9181;61,5
209,4877;82,17;244,1174;63,83;245,8554;54,95
209,4491;82,2;243,8617;63,98;245,8428;50,81
209,3495;82,28;243,8231;64,01;245,7126;61,61
208,7361;82,78;243,7502;64,05;245,7049;61,61
208,6674;82,84;243,6784;64,09;245,6022;61,66
208,5456;82,94;243,6693;64,09;245,593;61,67
208,5055;82,98;243,5881;64,15;245,57;61,68
208,1234;83,29;243,4056;64,26;245,5513;61,69
208,0929;83,31;243,4022;64,27;245,4994;61,71
208,0852;83,32;243,2372;64,37;245,3067;61,81
208;82,99;243,2062;64,39;245,2086;61,86
208;83,1;243,1592;64,42;245,1752;57,12
207,8195;83,54;243,1379;64,43;245,0714;61,93
207,7543;83,59;243,1231;64,44;245,0378;61,95
207,5769;83,72;243,0989;64,46;245,0292;52,64
207,2993;83,95;243,0754;64,47;244,98;61,98
207,2602;83,98;243,0737;64,47;244,9159;62,01
207,1038;84,1;243,0562;64,48;244,9157;48
206,7838;84,35;243,0208;64,51;244,8526;62,04
206,6373;84,47;243;64,62;244,7919;49,6
206,5989;84,5;242,9372;64,56;244,7068;62,12
206,5502;84,54;242,9138;64,57;244,6846;62,13
206,3621;84,69;242,9137;64,57;244,4167;62,27
206,0556;84,93;242,77;64,66;244,3719;43,53
206,0324;84,95;242,7579;64,67;244,27;62,34
206;84,94;242,7441;64,68;244,26;62,35
205,9317;85,02;242,6295;64,75;244,1967;62,38
205,9193;85,02;242,6238;64,75;244,1481;62,41
205,6671;85,22;242,4856;64,84;244,1161;62,42
205,6179;85,25;242,4261;64,88;243,7731;62,6
205,2187;85,56;242,4219;64,88;243,7396;62,62
205,0756;85,67;242,3378;64,94;243,7339;62,62
205;85,91;242,2366;64,99;243,7225;49,93
205;86,03;242,2012;65,02;243,6162;62,69
204,9032;85,81;242,1011;65,08;243,5258;62,74
204,6033;86,04;242,0713;65,1;243,3793;62,81
204,5683;86,07;242,0521;65,11;242,9936;63,02
204,2839;86,28;242;65,32;242,872;63,09
204,2561;86,3;242;65,44;242,807;63,12
204,1821;86,36;241,9817;65,15;242,8021;63,13
204,0196;86,49;241,9445;65,17;242,6902;63,18
204,0181;86,49;241,8518;65,23;242,5691;63,24
204;86,46;241,7305;65,31;242,5195;52,39
203,5365;86,85;241,6451;65,36;242,5066;63,27
203,3372;86,99;241,6258;65,37;242,5005;63,28
203,2816;87,03;241,6144;65,38;242,4982;63,28
203,2406;87,07;241,5801;65,4;242,4114;63,32
203,1146;87,16;241,3777;65,53;242,1561;63,46
203;86,99;241,3462;65,55;242,1378;63,47
203;87,08;241,2871;65,59;241,8423;63,63
202,9608;87,27;241,1561;65,67;241,8332;43,92
202,2798;87,75;241,1518;65,68;241,7473;63,67
202;87,64;241,1454;65,68;241,6557;63,18
201,9618;87,97;241,1098;65,7;241,6295;53,22
201,8129;88,07;241,0266;65,76;241,5965;63,76
201,7913;88,09;241;66,06;241,5677;63,77
201,7709;88,11;240,9796;65,79;241,5197;63,8
201,64;88,19;240,7564;65,93;241,1523;63,99
201,5877;88,23;240,6545;65,99;241,1207;64,01
201,5171;88,28;240,6318;66,01;240,9429;64,11
